area,bmmc,gwsl,zqs,sjzqs,isga,yxsj
石景山区,旅游委,3,91,91,false,231
石景山区,卫计委,10,714,705,false,231
石景山区,审计局,4,46,46,false,231
石景山区,地税局,12,120,119,false,231
石景山区,工商局,30,1202,1202,false,231
石景山区,质监局,9,441,435,false,231
石景山区,安监局,6,420,420,false,231
石景山区,食药局,10,692,536,false,231
石景山区,文物局,0,0,0,false,231
石景山区,体育局,2,28,24,false,231
石景山区,统计局,14,44,32,false,231
石景山区,园林绿化局,3,204,201,false,231
石景山区,知识产权局,0,0,0,false,231
石景山区,民防局,0,84,0,false,231
石景山区,城管局,5,411,411,false,231
石景山区,文化执法总队,2,713,662,false,231
石景山区,开发区,0,0,0,false,231
石景山区,公积金,0,0,0,false,231
石景山区,通管局,0,0,0,false,231
石景山区,邮管局,0,0,0,false,231
石景山区,地震局,6,24,20,false,231
石景山区,气象局,2,84,84,false,231
石景山区,档案局,4,17,15,false,231
石景山区,保密局,3,42,42,false,231
石景山区,烟草局,0,34,0,false,231
石景山区,网信办,0,0,0,false,231
石景山区,外办,0,0,0,false,231
石景山区,侨办,0,0,0,false,231
石景山区,新闻广电局,0,0,0,false,231
石景山区,文化局,0,0,0,false,231
石景山区,金融局,0,0,0,false,231
石景山区,地方志,0,0,0,false,231
石景山区,编办,0,0,0,false,231
门头沟区,发改委,10,57,50,false,246
门头沟区,教委,1,38,32,false,246
门头沟区,科委,1,1,1,false,246
门头沟区,经信委,2,9,9,false,246
门头沟区,民委,0,59,0,false,246
门头沟区,国安局,0,0,0,false,246
门头沟区,民政局,21,248,160,false,246
门头沟区,司法局,10,78,78,false,246
门头沟区,财政局,2,302,83,false,246
门头沟区,人社局,25,141,133,false,246
门头沟区,国土局,2,0,151,false,246
门头沟区,环保局,8,349,324,false,246
门头沟区,规划委,0,0,0,false,246
门头沟区,住建委,13,680,680,false,246
门头沟区,市城管委,5,35,16,false,246
门头沟区,交通委,4,252,220,false,246
门头沟区,农业局,2,564,435,false,246
门头沟区,水务局,2,490,384,false,246
门头沟区,商委,4,251,234,false,246
门头沟区,旅游委,4,91,89,false,246
门头沟区,卫计委,16,714,709,false,246
门头沟区,审计局,4,46,46,false,246
门头沟区,地税局,12,119,118,false,246
门头沟区,工商局,30,1202,1202,false,246
门头沟区,质监局,9,441,434,false,246
门头沟区,安监局,4,420,351,false,246
门头沟区,食药局,10,692,536,false,246
门头沟区,文物局,0,0,0,false,246
门头沟区,体育局,2,28,28,false,246
门头沟区,统计局,3,44,26,false,246
门头沟区,园林绿化局,4,207,166,false,246
门头沟区,知识产权局,0,0,0,false,246
门头沟区,民防局,2,85,66,false,246
门头沟区,城管局,2,412,412,false,246
门头沟区,文化执法总队,2,710,601,false,246
门头沟区,开发区,0,0,0,false,246
门头沟区,公积金,0,0,0,false,246
门头沟区,通管局,0,0,0,false,246
门头沟区,邮管局,0,0,0,false,246
门头沟区,地震局,24,24,24,false,246
门头沟区,气象局,2,84,84,false,246
门头沟区,档案局,4,17,12,false,246
门头沟区,保密局,0,42,0,false,246
门头沟区,烟草局,0,34,0,false,246
门头沟区,网信办,0,0,0,false,246
门头沟区,外办,0,0,0,false,246
门头沟区,侨办,0,0,0,false,246
门头沟区,新闻广电局,0,0,0,false,246
门头沟区,文化局,0,0,0,false,246
门头沟区,金融局,0,0,0,false,246
门头沟区,地方志,0,0,0,false,246
门头沟区,编办,0,0,0,false,246
房山区,发改委,3,58,58,false,161
房山区,教委,2,38,38,false,161
房山区,科委,1,1,1,false,161
房山区,经信委,1,9,9,false,161
房山区,民委,0,0,0,false,161
房山区,国安局,0,0,0,false,161
房山区,民政局,4,307,277,false,161
房山区,司法局,5,78,77,false,161
房山区,财政局,4,302,302,false,161
房山区,人社局,2,141,140,false,161
房山区,国土局,2,0,151,false,161
房山区,环保局,3,349,342,false,161
房山区,规划委,0,0,0,false,161
房山区,住建委,2,681,681,false,161
房山区,市城管委,4,43,43,false,161
房山区,交通委,3,241,232,false,161
房山区,农业局,12,518,558,false,161
房山区,水务局,4,491,421,false,161
房山区,商委,4,251,231,false,161
房山区,旅游委,2,91,91,false,161
房山区,卫计委,3,709,709,false,161
房山区,审计局,3,46,46,false,161
房山区,地税局,12,120,119,false,161
房山区,工商局,30,1202,1202,false,161
房山区,质监局,9,441,434,false,161
房山区,安监局,5,420,420,false,161
房山区,食药局,10,692,536,false,161
房山区,文物局,0,0,0,false,161
房山区,体育局,4,28,25,false,161
房山区,统计局,2,44,44,false,161
房山区,园林绿化局,7,214,179,false,161
房山区,知识产权局,0,0,0,false,161
房山区,民防局,2,85,24,false,161
房山区,城管局,4,412,412,false,161
房山区,文化执法总队,4,712,660,false,161
房山区,开发区,0,0,0,false,161
房山区,公积金,0,0,0,false,161
房山区,通管局,0,0,0,false,161
房山区,邮管局,0,0,0,false,161
房山区,地震局,2,24,24,false,161
房山区,气象局,2,84,84,false,161
房山区,档案局,2,17,15,false,161
房山区,保密局,2,42,12,false,161
房山区,烟草局,0,34,0,false,161
房山区,网信办,0,0,0,false,161
房山区,外办,0,0,0,false,161
房山区,侨办,0,0,0,false,161
房山区,新闻广电局,0,0,0,false,161
房山区,文化局,0,0,0,false,161
房山区,金融局,0,0,0,false,161
房山区,地方志,0,0,0,false,161
房山区,编办,0,0,0,false,161
通州区,发改委,4,58,51,false,289
通州区,教委,9,38,38,false,289
通州区,科委,2,1,1,false,289
通州区,经信委,3,9,9,false,289
通州区,民委,6,59,54,false,289
通州区,国安局,0,0,0,false,289
通州区,民政局,28,248,218,false,289
通州区,司法局,7,78,70,false,289
通州区,财政局,4,302,302,false,289
通州区,人社局,6,141,139,false,289
通州区,国土局,7,0,151,false,289
通州区,环保局,3,336,297,false,289
通州区,规划委,0,0,0,false,289
通州区,住建委,23,681,662,false,289
通州区,市城管委,3,35,35,false,289
通州区,交通委,4,242,233,false,289
通州区,农业局,19,528,435,false,289
通州区,水务局,4,490,421,false,289
通州区,商委,8,251,244,false,289
通州区,旅游委,3,91,91,false,289
通州区,卫计委,12,714,692,false,289
通州区,审计局,6,46,45,false,289
通州区,地税局,12,120,119,false,289
通州区,工商局,30,1202,1202,false,289
通州区,质监局,9,441,434,false,289
通州区,安监局,15,420,353,false,289
通州区,食药局,10,692,536,false,289
通州区,文物局,0,0,0,false,289
通州区,体育局,3,28,27,false,289
通州区,统计局,3,44,33,false,289
通州区,园林绿化局,15,221,164,false,289
通州区,知识产权局,0,0,0,false,289
通州区,民防局,4,85,24,false,289
通州区,城管局,2,412,412,false,289
通州区,文化执法总队,8,710,598,false,289
通州区,开发区,0,0,0,false,289
通州区,公积金,0,0,0,false,289
通州区,通管局,0,0,0,false,289
通州区,邮管局,0,0,0,false,289
通州区,地震局,7,24,24,false,289
通州区,气象局,2,84,84,false,289
通州区,档案局,4,17,12,false,289
通州区,保密局,4,42,41,false,289
通州区,烟草局,0,34,0,false,289
通州区,网信办,0,0,0,false,289
通州区,外办,0,0,0,false,289
通州区,侨办,0,0,0,false,289
通州区,新闻广电局,0,0,0,false,289
通州区,文化局,0,0,0,false,289
通州区,金融局,0,0,0,false,289
通州区,地方志,0,0,0,false,289
通州区,编办,0,0,0,false,289
顺义区,发改委,14,58,58,false,302
顺义区,教委,12,38,32,false,302
顺义区,科委,0,1,0,false,302
顺义区,经信委,2,9,9,false,302
顺义区,民委,9,59,54,false,302
顺义区,国安局,0,7,0,false,302
顺义区,民政局,21,247,187,false,302
顺义区,司法局,12,78,78,false,302
顺义区,财政局,2,302,301,false,302
顺义区,人社局,23,141,136,false,302
顺义区,国土局,2,0,151,false,302
顺义区,环保局,4,348,343,false,302
顺义区,规划委,0,0,0,false,302
顺义区,住建委,6,681,681,false,302
顺义区,市城管委,6,35,25,false,302
顺义区,交通委,3,243,233,false,302
顺义区,农业局,32,546,374,false,302
顺义区,水务局,12,490,417,false,302
顺义区,商委,4,251,218,false,302
顺义区,旅游委,4,91,91,false,302
顺义区,卫计委,11,714,694,false,302
顺义区,审计局,4,46,46,false,302
顺义区,地税局,12,121,121,false,302
顺义区,工商局,30,1202,1202,false,302
顺义区,质监局,9,441,435,false,302
顺义区,安监局,8,420,417,false,302
顺义区,食药局,10,692,533,false,302
顺义区,文物局,0,0,0,false,302
顺义区,体育局,2,28,24,false,302
顺义区,统计局,6,44,38,false,302
顺义区,园林绿化局,0,199,0,false,302
顺义区,知识产权局,0,31,0,false,302
顺义区,民防局,6,85,25,false,302
顺义区,城管局,2,412,412,false,302
顺义区,文化执法总队,2,712,660,false,302
顺义区,开发区,0,0,0,false,302
顺义区,公积金,0,0,0,false,302
顺义区,通管局,0,0,0,false,302
顺义区,邮管局,0,0,0,false,302
顺义区,地震局,6,24,24,false,302
顺义区,气象局,2,84,84,false,302
顺义区,档案局,18,17,15,false,302
顺义区,保密局,6,42,42,false,302
顺义区,烟草局,0,34,0,false,302
顺义区,网信办,0,0,0,false,302
顺义区,外办,0,0,0,false,302
顺义区,侨办,0,0,0,false,302
顺义区,新闻广电局,0,0,0,false,302
顺义区,文化局,0,0,0,false,302
顺义区,金融局,0,0,0,false,302
顺义区,地方志,0,0,0,false,302
顺义区,编办,0,0,0,false,302
大兴区,发改委,8,58,52,false,251
大兴区,教委,8,38,32,false,251
大兴区,科委,2,1,1,false,251
大兴区,经信委,2,9,9,false,251
大兴区,民委,3,59,43,false,251
大兴区,国安局,0,0,0,false,251
大兴区,民政局,26,247,213,false,251
大兴区,司法局,8,78,78,false,251
大兴区,财政局,7,302,282,false,251
大兴区,人社局,15,141,134,false,251
大兴区,国土局,2,0,151,false,251
大兴区,环保局,4,334,322,false,251
大兴区,规划委,0,0,0,false,251
大兴区,住建委,4,680,680,false,251
大兴区,市城管委,6,35,35,false,251
大兴区,交通委,4,241,231,false,251
大兴区,农业局,24,375,368,false,251
大兴区,水务局,3,490,416,false,251
大兴区,商委,4,251,226,false,251
大兴区,旅游委,2,91,91,false,251
大兴区,卫计委,9,714,699,false,251
大兴区,审计局,4,46,46,false,251
大兴区,地税局,11,120,119,false,251
大兴区,工商局,30,1202,1202,false,251
大兴区,质监局,9,441,434,false,251
大兴区,安监局,4,420,353,false,251
大兴区,食药局,10,692,536,false,251
大兴区,文物局,0,0,0,false,251
大兴区,体育局,3,28,25,false,251
大兴区,统计局,5,44,34,false,251
大兴区,园林绿化局,9,221,186,false,251
大兴区,知识产权局,0,0,0,false,251
大兴区,民防局,4,85,24,false,251
大兴区,城管局,4,412,412,false,251
大兴区,文化执法总队,2,711,639,false,251
大兴区,开发区,0,0,0,false,251
大兴区,公积金,0,0,0,false,251
大兴区,通管局,0,0,0,false,251
大兴区,邮管局,0,0,0,false,251
大兴区,地震局,2,24,24,false,251
大兴区,气象局,2,84,84,false,251
大兴区,档案局,4,17,15,false,251
大兴区,保密局,7,42,40,false,251
大兴区,烟草局,0,34,0,false,251
大兴区,网信办,0,0,0,false,251
大兴区,外办,0,0,0,false,251
大兴区,侨办,0,0,0,false,251
大兴区,新闻广电局,0,0,0,false,251
大兴区,文化局,0,0,0,false,251
大兴区,金融局,0,0,0,false,251
大兴区,地方志,0,0,0,false,251
大兴区,编办,0,0,0,false,251
昌平区,发改委,8,58,52,false,269
昌平区,教委,5,38,32,false,269
昌平区,科委,1,1,1,false,269
昌平区,经信委,2,9,9,false,269
昌平区,民委,3,59,59,false,269
昌平区,国安局,0,0,0,false,269
昌平区,民政局,23,248,201,false,269
昌平区,司法局,7,78,76,false,269
昌平区,财政局,4,302,298,false,269
昌平区,人社局,24,141,119,false,269
昌平区,国土局,2,0,151,false,269
昌平区,环保局,4,348,309,false,269
昌平区,规划委,0,0,0,false,269
昌平区,住建委,9,681,554,false,269
昌平区,市城管委,1,35,8,false,269
昌平区,交通委,4,243,233,false,269
昌平区,农业局,29,518,444,false,269
昌平区,水务局,4,488,368,false,269
昌平区,商委,2,251,193,false,269
昌平区,旅游委,3,98,98,false,269
昌平区,卫计委,30,714,702,false,269
昌平区,审计局,4,46,46,false,269
昌平区,地税局,12,121,121,false,269
昌平区,工商局,30,1202,1202,false,269
昌平区,质监局,9,441,434,false,269
昌平区,安监局,6,420,351,false,269
昌平区,食药局,10,692,536,false,269
昌平区,文物局,0,0,0,false,269
昌平区,体育局,2,28,27,false,269
昌平区,统计局,15,44,36,false,269
昌平区,园林绿化局,0,206,0,false,269
昌平区,知识产权局,0,0,0,false,269
昌平区,民防局,4,85,22,false,269
昌平区,城管局,1,412,409,false,269
昌平区,文化执法总队,1,710,658,false,269
昌平区,开发区,0,0,0,false,269
昌平区,公积金,0,0,0,false,269
昌平区,通管局,0,0,0,false,269
昌平区,邮管局,0,0,0,false,269
昌平区,地震局,4,24,24,false,269
昌平区,气象局,2,84,84,false,269
昌平区,档案局,4,17,15,false,269
昌平区,保密局,0,42,0,false,269
昌平区,烟草局,0,34,0,false,269
昌平区,网信办,0,0,0,false,269
昌平区,外办,0,0,0,false,269
昌平区,侨办,0,0,0,false,269
昌平区,新闻广电局,0,0,0,false,269
昌平区,文化局,0,0,0,false,269
昌平区,金融局,0,0,0,false,269
昌平区,地方志,0,0,0,false,269
昌平区,编办,0,0,0,false,269
平谷区,发改委,6,58,51,false,275
平谷区,教委,3,38,38,false,275
平谷区,科委,2,1,1,false,275
平谷区,经信委,4,9,9,false,275
平谷区,民委,2,59,54,false,275
平谷区,国安局,0,0,0,false,275
平谷区,民政局,25,248,215,false,275
平谷区,司法局,5,78,77,false,275
平谷区,财政局,10,302,285,false,275
平谷区,人社局,23,141,141,false,275
平谷区,国土局,2,0,151,false,275
平谷区,环保局,9,335,328,false,275
平谷区,规划委,2,0,10,false,275
平谷区,住建委,4,681,681,false,275
平谷区,市城管委,16,35,35,false,275
平谷区,交通委,4,243,233,false,275
平谷区,农业局,2,254,245,false,275
平谷区,水务局,17,488,430,false,275
平谷区,商委,2,251,193,false,275
平谷区,旅游委,2,91,89,false,275
平谷区,卫计委,19,714,705,false,275
平谷区,审计局,4,46,46,false,275
平谷区,地税局,12,121,120,false,275
平谷区,工商局,30,1202,1202,false,275
平谷区,质监局,9,441,434,false,275
平谷区,安监局,3,420,418,false,275
平谷区,食药局,10,692,536,false,275
平谷区,文物局,0,0,0,false,275
平谷区,体育局,4,28,27,false,275
平谷区,统计局,16,44,34,false,275
平谷区,园林绿化局,3,219,166,false,275
平谷区,知识产权局,0,0,0,false,275
平谷区,民防局,6,85,81,false,275
平谷区,城管局,2,412,412,false,275
平谷区,文化执法总队,2,712,656,false,275
平谷区,开发区,0,0,0,false,275
平谷区,公积金,0,0,0,false,275
平谷区,通管局,0,0,0,false,275
平谷区,邮管局,0,0,0,false,275
平谷区,地震局,8,24,24,false,275
平谷区,气象局,2,84,84,false,275
平谷区,档案局,4,17,15,false,275
平谷区,保密局,1,42,38,false,275
平谷区,烟草局,0,34,0,false,275
平谷区,网信办,0,0,0,false,275
平谷区,外办,0,0,0,false,275
平谷区,侨办,0,0,0,false,275
平谷区,新闻广电局,0,0,0,false,275
平谷区,文化局,0,0,0,false,275
平谷区,金融局,0,0,0,false,275
平谷区,地方志,0,0,0,false,275
平谷区,编办,0,0,0,false,275
怀柔区,发改委,6,58,52,false,315
怀柔区,教委,7,38,38,false,315
怀柔区,科委,2,1,1,false,315
怀柔区,经信委,2,9,9,false,315
怀柔区,民委,4,59,55,false,315
怀柔区,国安局,0,7,0,false,315
怀柔区,民政局,3,248,179,false,315
怀柔区,司法局,7,78,78,false,315
怀柔区,财政局,8,302,302,false,315
怀柔区,人社局,44,141,121,false,315
怀柔区,国土局,8,0,151,false,315
怀柔区,环保局,4,348,341,false,315
怀柔区,规划委,0,0,0,false,315
怀柔区,住建委,23,681,630,false,315
怀柔区,市城管委,9,35,31,false,315
怀柔区,交通委,3,233,224,false,315
怀柔区,农业局,19,554,536,false,315
怀柔区,水务局,26,490,421,false,315
怀柔区,商委,9,251,207,false,315
怀柔区,旅游委,3,91,91,false,315
怀柔区,卫计委,15,714,705,false,315
怀柔区,审计局,4,46,46,false,315
怀柔区,地税局,9,119,119,false,315
怀柔区,工商局,30,1202,1202,false,315
怀柔区,质监局,9,441,434,false,315
怀柔区,安监局,5,420,417,false,315
怀柔区,食药局,10,692,536,false,315
怀柔区,文物局,0,0,0,false,315
怀柔区,体育局,4,28,27,false,315
怀柔区,统计局,12,44,31,false,315
怀柔区,园林绿化局,3,220,167,false,315
怀柔区,知识产权局,0,0,0,false,315
怀柔区,民防局,7,85,24,false,315
怀柔区,城管局,2,412,412,false,315
怀柔区,文化执法总队,4,712,661,false,315
怀柔区,开发区,0,0,0,false,315
怀柔区,公积金,0,0,0,false,315
怀柔区,通管局,0,0,0,false,315
怀柔区,邮管局,0,0,0,false,315
怀柔区,地震局,4,24,24,false,315
怀柔区,气象局,2,84,84,false,315
怀柔区,档案局,4,17,12,false,315
怀柔区,保密局,4,42,22,false,315
怀柔区,烟草局,0,34,0,false,315
怀柔区,网信办,0,0,0,false,315
怀柔区,外办,0,0,0,false,315
怀柔区,侨办,0,0,0,false,315
怀柔区,新闻广电局,0,0,0,false,315
怀柔区,文化局,0,0,0,false,315
怀柔区,金融局,0,0,0,false,315
怀柔区,地方志,0,0,0,false,315
怀柔区,编办,0,0,0,false,315
密云区,发改委,18,58,58,false,363
密云区,教委,6,38,38,false,363
密云区,科委,2,1,1,false,363
密云区,经信委,2,9,9,false,363
密云区,民委,2,59,54,false,363
密云区,国安局,0,0,0,false,363
密云区,民政局,26,248,216,false,363
密云区,司法局,6,78,78,false,363
密云区,财政局,4,302,299,false,363
密云区,人社局,26,141,142,false,363
密云区,国土局,8,0,151,false,363
密云区,环保局,6,348,341,false,363
密云区,规划委,0,0,0,false,363
密云区,住建委,25,677,670,false,363
密云区,市城管委,10,35,34,false,363
密云区,交通委,5,258,452,false,363
密云区,农业局,26,531,514,false,363
密云区,水务局,24,488,419,false,363
密云区,商委,4,251,220,false,363
密云区,旅游委,5,91,91,false,363
密云区,卫计委,9,714,707,false,363
密云区,审计局,4,46,46,false,363
密云区,地税局,11,121,120,false,363
密云区,工商局,30,1202,1201,false,363
密云区,质监局,9,441,435,false,363
密云区,安监局,8,420,417,false,363
密云区,食药局,10,692,535,false,363
密云区,文物局,0,0,0,false,363
密云区,体育局,4,28,27,false,363
密云区,统计局,18,44,38,false,363
密云区,园林绿化局,31,220,190,false,363
密云区,知识产权局,0,0,0,false,363
密云区,民防局,4,85,24,false,363
密云区,城管局,2,412,412,false,363
密云区,文化执法总队,5,712,662,false,363
密云区,开发区,0,0,0,false,363
密云区,公积金,0,0,0,false,363
密云区,通管局,0,0,0,false,363
密云区,邮管局,0,0,0,false,363
密云区,地震局,3,24,24,false,363
密云区,气象局,2,84,84,false,363
密云区,档案局,4,17,15,false,363
密云区,保密局,4,42,41,false,363
密云区,烟草局,0,34,0,false,363
密云区,网信办,0,0,0,false,363
密云区,外办,0,0,0,false,363
密云区,侨办,0,0,0,false,363
密云区,新闻广电局,0,0,0,false,363
密云区,文化局,0,0,0,false,363
密云区,金融局,0,0,0,false,363
密云区,地方志,0,0,0,false,363
密云区,编办,0,0,0,false,363
延庆区,发改委,8,57,51,false,323
延庆区,教委,9,38,32,false,323
延庆区,科委,2,1,1,false,323
延庆区,经信委,2,9,9,false,323
延庆区,民委,0,59,0,false,323
延庆区,国安局,0,0,0,false,323
延庆区,民政局,11,248,188,false,323
延庆区,司法局,9,78,78,false,323
延庆区,财政局,8,302,295,false,323
延庆区,人社局,38,141,139,false,323
延庆区,国土局,4,0,151,false,323
延庆区,环保局,5,335,328,false,323
延庆区,规划委,0,0,0,false,323
延庆区,住建委,16,681,629,false,323
延庆区,市城管委,10,35,24,false,323
延庆区,交通委,4,242,224,false,323
延庆区,农业局,38,560,377,false,323
延庆区,水务局,32,481,409,false,323
延庆区,商委,2,251,193,false,323
延庆区,旅游委,2,91,89,false,323
延庆区,卫计委,14,714,692,false,323
延庆区,审计局,4,46,46,false,323
延庆区,地税局,11,121,120,false,323
延庆区,工商局,30,1202,1202,false,323
延庆区,质监局,9,441,435,false,323
延庆区,安监局,4,420,417,false,323
延庆区,食药局,10,692,536,false,323
延庆区,文物局,0,0,0,false,323
延庆区,体育局,4,28,28,false,323
延庆区,统计局,2,44,26,false,323
延庆区,园林绿化局,11,221,153,false,323
延庆区,知识产权局,0,0,0,false,323
延庆区,民防局,4,85,25,false,323
延庆区,城管局,2,412,412,false,323
延庆区,文化执法总队,5,712,660,false,323
延庆区,开发区,0,0,0,false,323
延庆区,公积金,0,0,0,false,323
延庆区,通管局,0,0,0,false,323
延庆区,邮管局,0,0,0,false,323
延庆区,地震局,4,24,24,false,323
延庆区,气象局,2,84,84,false,323
延庆区,档案局,4,17,12,false,323
延庆区,保密局,3,42,41,false,323
延庆区,烟草局,0,34,0,false,323
延庆区,网信办,0,0,0,false,323
延庆区,外办,0,0,0,false,323
延庆区,侨办,0,0,0,false,323
延庆区,新闻广电局,0,0,0,false,323
延庆区,文化局,0,0,0,false,323
延庆区,金融局,0,0,0,false,323
延庆区,地方志,0,0,0,false,323
延庆区,编办,0,0,0,false,323
其他,发改委,0,0,0,false,0
其他,教委,0,0,0,false,0
其他,科委,0,0,0,false,0
其他,经信委,0,0,0,false,0
其他,民委,0,0,0,false,0
其他,国安局,0,0,0,false,0
其他,民政局,0,0,0,false,0
其他,司法局,0,0,0,false,0
其他,财政局,0,0,0,false,0
其他,人社局,0,0,0,false,0
其他,国土局,0,0,0,false,0
其他,环保局,0,0,0,false,0
其他,规划委,0,0,0,false,0
其他,住建委,0,0,0,false,0
其他,市城管委,0,0,0,false,0
其他,交通委,0,0,0,false,0
其他,农业局,0,0,0,false,0
其他,水务局,0,0,0,false,0
其他,商委,0,0,0,false,0
其他,旅游委,0,0,0,false,0
其他,卫计委,0,0,0,false,0
其他,审计局,0,0,0,false,0
其他,地税局,0,0,0,false,0
其他,工商局,0,0,0,false,0
其他,质监局,0,0,0,false,0
其他,安监局,0,0,0,false,0
其他,食药局,0,0,0,false,0
其他,文物局,0,0,0,false,0
其他,体育局,0,0,0,false,0
其他,统计局,0,0,0,false,0
其他,园林绿化局,0,0,0,false,0
其他,知识产权局,0,0,0,false,0
其他,民防局,0,0,0,false,0
其他,城管局,0,0,0,false,0
其他,文化执法总队,0,0,0,false,0
其他,开发区,0,0,0,false,0
其他,公积金,0,0,0,false,0
其他,通管局,0,0,0,false,0
其他,邮管局,0,0,0,false,0
其他,地震局,0,0,0,false,0
其他,气象局,0,0,0,false,0
其他,档案局,0,0,0,false,0
其他,保密局,0,0,0,false,0
其他,烟草局,0,0,0,false,0
其他,网信办,0,0,0,false,0
其他,外办,0,0,0,false,0
其他,侨办,0,0,0,false,0
其他,新闻广电局,0,0,0,false,0
其他,文化局,0,0,0,false,0
其他,金融局,0,0,0,false,0
其他,地方志,0,0,0,false,0
其他,编办,0,0,0,false,0
全系统,发改委,174,147,147,false,5418
全系统,教委,165,97,97,false,5418
全系统,科委,35,92,92,false,5418
全系统,经信委,47,156,156,false,5418
全系统,民委,68,84,84,false,5418
全系统,国安局,0,8,0,false,5418
全系统,民政局,305,290,290,false,5418
全系统,司法局,149,192,192,false,5418
全系统,财政局,90,395,395,false,5418
全系统,人社局,325,189,189,false,5418
全系统,国土局,76,176,176,false,5418
全系统,环保局,160,422,422,false,5418
全系统,规划委,8,265,265,false,5418
全系统,住建委,291,820,820,false,5418
全系统,市城管委,114,43,43,false,5418
全系统,交通委,77,579,579,false,5418
全系统,农业局,321,767,767,false,5418
全系统,水务局,217,549,549,false,5418
全系统,商委,74,442,442,false,5418
全系统,旅游委,50,114,114,false,5418
全系统,卫计委,261,867,867,false,5418
全系统,审计局,65,46,46,false,5418
全系统,地税局,233,127,127,false,5418
全系统,工商局,620,1266,1266,false,5418
全系统,质监局,163,444,444,false,5418
全系统,安监局,114,475,475,false,5418
全系统,食药局,198,818,818,false,5418
全系统,文物局,15,162,162,false,5418
全系统,体育局,67,40,40,false,5418
全系统,统计局,151,63,63,false,5418
全系统,园林绿化局,200,338,338,false,5418
全系统,知识产权局,3,40,40,false,5418
全系统,民防局,88,99,99,false,5418
全系统,城管局,59,412,412,false,5418
全系统,文化执法总队,75,743,743,false,5418
全系统,开发区,57,0,0,false,5418
全系统,公积金,2,4,4,false,5418
全系统,通管局,0,298,0,false,5418
全系统,邮管局,0,125,0,false,5418
全系统,地震局,83,30,30,false,5418
全系统,气象局,30,84,84,false,5418
全系统,档案局,95,24,24,false,5418
全系统,保密局,67,55,55,false,5418
全系统,烟草局,0,35,0,false,5418
全系统,网信办,2,10,10,false,5418
全系统,外办,0,1,0,false,5418
全系统,侨办,0,9,0,false,5418
全系统,新闻广电局,18,99,99,false,5418
全系统,文化局,6,26,26,false,5418
全系统,金融局,0,10,0,false,5418
全系统,地方志,0,8,0,false,5418
全系统,编办,0,1,0,false,5418